Timestamp,Issue_Key,Issue_Type,Status,Priority,Assignee,Reporter,Story_Points,Resolution_Time,Comments_Count
12-05-2024 01:09,ht-2895,Bug,Open,High,Jesse Duran,April Vargas,6,28,19
10-05-2024 05:32,Rj-6063,Story,Resolved,Medium,Dr. Jonathan Atkinson,Leonard Rodriguez,5,69,11
15-05-2024 00:21,To-4609,Story,Resolved,Medium,Brian Salinas,Michael Hill,7,59,20
09-05-2024 04:16,MK-0661,Task,Resolved,Medium,Kyle Hendricks,Katelyn Wells,6,68,9
12-05-2024 22:25,Nl-5900,Bug,Resolved,High,Shelly Anderson,Molly Ward,3,10,10
09-05-2024 08:55,po-2835,Story,Closed,High,John Burch,Jennifer Castillo,4,34,4
14-05-2024 02:40,Lj-8310,Story,In Progress,Low,Samuel Robinson,Michelle Baker,4,73,19
13-05-2024 20:56,TC-6188,Bug,Resolved,Medium,Eric Ruiz,Kenneth Snyder,3,78,13
14-05-2024 01:37,Ua-9365,Story,Closed,Medium,Brian Hensley,Benjamin Dillon DDS,7,50,19
15-05-2024 06:02,hY-2875,Bug,In Progress,High,Larry Austin,Jennifer Contreras,6,77,14
16-05-2024 15:49,vS-6763,Story,Resolved,Low,Sandra Lang,Robert Hunt,6,49,17
17-05-2024 23:13,mi-0066,Story,Closed,Medium,Antonio Reyes,Mark Howard,5,24,11
10-05-2024 18:58,JF-2434,Story,Resolved,Medium,Derek Fisher,Stephen Mckinney,10,92,3
15-05-2024 07:34,nH-4660,Bug,In Progress,High,Alexandra Ballard,Michelle Moore,5,29,4
15-05-2024 23:30,aq-8385,Story,Closed,Low,Paul Cook,Ashley Mccarty MD,8,49,0
14-05-2024 03:02,fU-1907,Task,In Progress,Medium,Tanya Moreno,Christopher Soto,4,11,14
09-05-2024 00:39,PN-3177,Story,Open,High,Lori Carpenter,Abigail Harvey,9,9,7
11-05-2024 01:42,Fb-9836,Story,Open,Medium,Melissa Martinez,Amanda Ramirez,2,67,12
14-05-2024 10:28,Vo-0514,Story,In Progress,Medium,Matthew Contreras,Edward Perry,4,76,1
12-05-2024 19:23,Vl-0176,Bug,In Progress,Medium,Ricky Rose,Gregory Hughes,7,91,17
18-05-2024 14:06,hJ-5573,Task,Closed,Medium,Daniel Smith,Melissa Maxwell,3,25,1
14-05-2024 18:21,Ph-1723,Story,Open,Medium,Benjamin Baker,Brandi Stewart,2,33,11
15-05-2024 04:30,IG-5367,Story,In Progress,High,Jared Wolf,Cheryl Harris,9,18,17
11-05-2024 08:15,cQ-4992,Bug,Open,Medium,Jennifer Dixon,Janice Reid,1,74,15
13-05-2024 15:43,rg-0178,Story,Open,High,Jennifer Levine,Kimberly Pruitt,5,90,3
17-05-2024 14:18,pX-0854,Task,Open,Low,Nicholas Wilkins,Joseph Burke,2,76,18
13-05-2024 21:10,ai-2878,Story,Open,Low,James Gentry,Eric Fry,2,89,20
13-05-2024 13:57,Tv-4091,Story,Resolved,Medium,Olivia Jones,Wendy Gilbert,10,70,3
10-05-2024 22:03,nf-1809,Task,Resolved,Medium,Savannah Green,Kyle Mejia,8,5,17
14-05-2024 20:34,be-0220,Bug,In Progress,Medium,Emily Contreras,Laura Williams,6,61,20
16-05-2024 12:56,UE-6019,Bug,In Progress,High,Christian Washington,Jane Jones,6,15,5
16-05-2024 12:05,JQ-4175,Bug,In Progress,Medium,Cynthia Simmons,Stacy Hartman,8,81,20
17-05-2024 19:22,FP-0008,Story,In Progress,High,Harold Mendoza,Clayton Garcia,3,61,12
18-05-2024 04:55,SF-2238,Story,In Progress,Medium,Rebecca Valdez,Amy Greer,8,6,3
12-05-2024 11:14,nJ-3640,Bug,Open,High,Javier Roberts,Christine Hatfield,1,98,17
08-05-2024 22:48,zb-8124,Story,Closed,High,Jeffery Phillips,Melanie Fleming,4,71,1
16-05-2024 07:22,tr-2657,Story,Resolved,Medium,Chelsey Garcia,David Ortega,8,93,14
10-05-2024 00:35,pj-0331,Story,In Progress,High,Darlene Clark,Catherine Tate,6,83,9
17-05-2024 21:35,rT-0998,Bug,Resolved,Medium,Matthew Wolfe,Alicia Parker MD,7,52,18
11-05-2024 14:43,Qu-6389,Task,In Progress,Low,Kyle Webster,Kayla Serrano,9,73,13
14-05-2024 23:30,nP-9559,Story,Open,Medium,Lisa Sawyer,Kevin Daniels,10,74,8
18-05-2024 01:56,AJ-2010,Story,Resolved,High,Travis Davis,Sarah Cobb,2,74,0
18-05-2024 12:48,pa-0664,Story,Closed,Medium,Angela Briggs,Cory Alvarez,7,59,19
09-05-2024 05:45,Vt-2886,Story,Resolved,Medium,Natalie Mills,Sarah Smith,6,81,2
10-05-2024 23:04,NP-1476,Bug,In Progress,High,Eric Williams,Wanda Morrison,4,19,4
13-05-2024 06:25,WU-1420,Bug,Open,Medium,Kelly Orozco,Gerald Reyes,6,41,14
17-05-2024 07:20,Ez-6756,Bug,Open,Low,Nicole Olson,Justin Glenn,2,33,13
17-05-2024 06:35,nI-7375,Task,Open,High,Mr. Shane Ayala,Paula Johnson,8,8,2
16-05-2024 11:42,wu-9501,Task,In Progress,Medium,Terri Zimmerman,Kimberly Chavez,6,71,12
08-05-2024 19:33,Hn-8043,Task,Open,High,Marcus Douglas,Cynthia Ford,5,73,8
16-05-2024 03:19,RH-9038,Bug,In Progress,High,Ethan Terry,Ms. Meghan Munoz,3,2,11
14-05-2024 16:45,cR-5083,Story,Open,Medium,Daniel Davis,Lori Smith,3,62,9
14-05-2024 00:14,DW-1286,Story,Resolved,Low,Steven Knapp,Justin Lowery,9,40,11
09-05-2024 06:00,ho-6484,Task,Resolved,High,Nicole Walsh,Daniel Kelley,5,61,4
17-05-2024 18:14,cU-7470,Story,Closed,High,Teresa Reyes,Roberta Sullivan,5,82,2
16-05-2024 01:54,ac-7049,Bug,Resolved,Medium,Joy Henderson,Rebecca Young,7,92,19
13-05-2024 13:58,zg-1274,Story,In Progress,High,Kelly Anderson,Tammy Christian,5,10,4
18-05-2024 14:26,yk-4789,Story,Resolved,Low,Jennifer Vasquez,Sandra Holmes,3,100,6
16-05-2024 14:11,ZZ-4086,Task,Resolved,Low,Phillip Li,Angela Gonzalez,10,66,7
13-05-2024 03:57,wu-0226,Story,Resolved,Medium,Ryan Steele,Thomas Cole,10,17,5
17-05-2024 02:34,WC-8142,Bug,Resolved,Low,Timothy Mccall,Jennifer Sanford,2,99,19
09-05-2024 04:03,Es-7516,Bug,In Progress,Medium,Susan Hall,Cynthia Davis,5,97,3
14-05-2024 09:57,NW-3698,Task,In Progress,High,Victoria Farley,William Espinoza,9,91,7
16-05-2024 06:06,dc-3052,Bug,Closed,Medium,Michelle Todd,Nichole Francis,7,53,20
11-05-2024 10:27,LT-2103,Task,Open,Low,Jason Khan,Sarah Shaw,10,3,11
09-05-2024 08:50,nn-2171,Task,In Progress,Low,Whitney Burns,Eric Knight,8,100,7
17-05-2024 15:01,CC-7967,Story,Closed,Low,Lindsay Wolfe,Colleen Zuniga,8,40,9
17-05-2024 21:52,qU-4204,Story,Open,Low,Kayla Parker,James Diaz,4,42,10
16-05-2024 06:43,So-9536,Task,In Progress,High,James White,Ms. Angela Archer,6,88,6
10-05-2024 06:01,mK-0178,Story,In Progress,Medium,Johnny Huber,Patrick Williams,1,79,8
18-05-2024 10:08,zh-3527,Task,Resolved,Low,Jonathan Guerrero DDS,Lauren Ray,9,95,20
16-05-2024 07:53,dt-3136,Story,In Progress,High,Michael Herman,Briana Smith,3,58,2
17-05-2024 22:24,SY-8567,Story,Closed,Medium,Elizabeth Boyd,Peter Aguilar,9,24,5
10-05-2024 20:02,Yh-0786,Task,Closed,Medium,Courtney Cochran,Robert Stone,3,84,0
08-05-2024 21:18,uO-6011,Task,In Progress,Low,Madison Murray,Mark Steele,9,1,20
09-05-2024 03:32,SS-5248,Bug,Open,Low,Martin Jones,Madison Campbell,6,23,5
11-05-2024 21:30,my-3877,Task,Resolved,High,Anthony Erickson,Kelly Baxter,2,17,5
10-05-2024 00:33,kQ-0780,Bug,In Progress,High,Sarah Oneal,Shannon Weaver,9,43,14
15-05-2024 19:42,uo-9621,Task,Open,High,Sarah Greene,Mary Brandt,3,16,3
12-05-2024 02:38,kS-2238,Task,Open,Low,James Price,Theresa Cooper,4,32,6
16-05-2024 03:06,YC-0639,Bug,Open,High,Dr. Ashlee Gonzalez MD,Stacy Thomas,3,25,20
11-05-2024 13:10,UU-2314,Task,Open,Medium,Cheryl Nichols,Matthew Dixon,7,64,15
10-05-2024 11:59,rH-4444,Task,Resolved,High,Jacqueline Williams,Gregory Bowman,7,44,4
16-05-2024 17:10,LE-7538,Bug,In Progress,High,Adriana Hodges,Pamela Wood,9,58,7
16-05-2024 09:14,bC-5536,Bug,Resolved,High,Robert Berger,Diane Dominguez,2,12,13
18-05-2024 15:08,jE-1767,Bug,In Progress,Medium,Christopher Russo,Andrew Hawkins,7,91,15
16-05-2024 03:48,EQ-3237,Task,Resolved,Low,Jeffery Williams,John Jones,9,91,16
13-05-2024 01:44,VR-8351,Bug,In Progress,Medium,Richard Mccarty,Robert Walters,9,47,9
14-05-2024 08:14,ob-4859,Bug,Closed,High,Jeffrey Campos,Kristine Lucas,5,71,11
12-05-2024 05:27,sY-2568,Bug,In Progress,Medium,Sheila Jordan,Michele Andersen,7,22,3
18-05-2024 06:12,Ri-5060,Story,Resolved,Medium,Keith Kim,Richard Merritt,5,87,6
12-05-2024 18:18,ZS-9870,Task,Open,Medium,Dr. Jonathan Harris II,William Leonard,10,64,18
10-05-2024 00:06,SL-0167,Bug,In Progress,Low,Michelle Thomas,William Simmons,6,77,12
14-05-2024 22:48,RH-5640,Story,Resolved,Low,Stephen Miles,David Ball,9,25,7
18-05-2024 11:46,xZ-0060,Task,Open,High,Jason Farrell,Shelley Cooper,5,5,1
18-05-2024 16:56,dS-1102,Bug,Closed,High,Heather Duncan,Brandon Morris,2,94,6
13-05-2024 02:33,HC-6901,Bug,Open,Medium,Kelsey Sloan,Shannon Sanders,9,25,18
11-05-2024 04:09,Tk-9259,Story,In Progress,High,Jennifer Velazquez,William Rodriguez,4,73,14
09-05-2024 23:25,LZ-7163,Story,Closed,Low,Kevin Olson,Patrick Cooper,10,84,4
14-05-2024 03:17,Vj-6216,Story,In Progress,High,Eric Hunter,Dawn Blair,8,59,10
14-05-2024 12:00,zP-7976,Task,In Progress,High,Mikayla Harris,Juan Farrell,7,38,13
08-05-2024 20:05,Ay-0632,Story,Closed,Low,Cassidy Barnes,Morgan Smith,3,66,13
16-05-2024 22:53,fd-5571,Story,Closed,High,David Ramos,Emily Henderson,1,66,20
13-05-2024 13:17,xZ-3705,Bug,Resolved,Medium,Deanna Logan,Amanda Osborne,3,76,17
17-05-2024 18:06,JY-5921,Task,In Progress,Medium,Nathaniel Campbell,Christina Rodriguez,8,54,11
15-05-2024 14:00,MI-7304,Story,In Progress,High,Ashlee Mcdaniel,Jason Elliott,4,52,12
12-05-2024 20:52,uY-2334,Story,Open,Medium,Eric Ortega,Tina Clark,6,48,15
10-05-2024 19:44,Ag-8809,Bug,Resolved,High,Brittney Olson,Autumn Lynn,4,50,2
18-05-2024 15:59,cY-8724,Task,Closed,High,Jeff Leonard,Robert Miller,3,5,19
15-05-2024 02:03,Tu-7317,Task,Open,High,John Solis,Crystal Fuentes,2,21,9
17-05-2024 09:22,kg-7653,Bug,In Progress,Medium,Timothy Robinson,Richard Villanueva,7,36,18
09-05-2024 09:27,Ls-5954,Bug,Open,Low,Angela Perez,Christopher Flores,1,41,15
12-05-2024 09:38,Nf-1400,Story,Resolved,High,Joshua Scott,Timothy Joseph,8,23,10
10-05-2024 11:47,EA-5990,Story,In Progress,Low,Andrea Manning,Allison Burns,6,67,18
09-05-2024 03:32,en-0464,Task,Resolved,Low,Laura Wilson,Diana Morales,1,87,9
08-05-2024 20:18,fX-7929,Story,Resolved,Medium,Tammy Allen,Christopher Howell Jr.,8,65,12
14-05-2024 22:37,hb-6796,Task,Resolved,Medium,Paul Newman,Jack Mayo,8,15,14
15-05-2024 15:32,nV-8289,Bug,Open,High,Mike Johnson,Harold Orozco,8,20,1
16-05-2024 02:42,Cb-1160,Task,Open,High,Erica Perry,Caleb Vincent,9,71,7
16-05-2024 22:22,vL-9204,Task,Closed,Low,Michael Rose,Alejandro Stevens,8,6,9
16-05-2024 18:44,lP-4115,Task,Resolved,Medium,Bryan Morrison,Valerie Horne,6,95,1
11-05-2024 00:36,cV-7345,Bug,Open,Low,Samuel Lawson,Melissa Frost,1,74,3
18-05-2024 01:44,bS-7726,Task,Open,High,Jon Garcia,Eric Arnold,2,98,10
16-05-2024 19:30,Dh-4939,Task,Open,High,Jeremiah Evans,Jaime Smith,2,39,6
13-05-2024 16:51,bb-3193,Story,In Progress,High,Kristina Jackson,Jean Costa,9,64,16
13-05-2024 06:24,HU-6956,Task,Open,Medium,Brian Sanchez,Lisa Charles,1,15,11
09-05-2024 20:31,Rs-7798,Story,Closed,Medium,Sarah James,Charles Evans,10,94,11
16-05-2024 13:09,Fw-2374,Bug,In Progress,Low,Dennis Smith,Katherine Marquez,3,19,0
11-05-2024 02:14,VF-9720,Story,Open,Medium,Michael Morris,Anthony Garcia,1,86,7
10-05-2024 01:03,Lc-3938,Task,Resolved,Low,Holly Fernandez,Brittany Ray,9,97,18
11-05-2024 02:25,Pb-8083,Task,In Progress,Low,Jesse Fleming,Janet Smith,4,87,10
12-05-2024 18:39,tb-4395,Bug,Open,High,Bradley Wood,Melissa Hooper,3,12,19
10-05-2024 04:13,FN-6413,Bug,Closed,High,Carolyn Kelly,Tiffany Parker,7,9,19
16-05-2024 19:08,ZJ-5213,Bug,In Progress,High,Nicole Spears,Mandy Hartman,1,63,9
12-05-2024 00:00,iR-2675,Bug,Open,High,John Lopez,David Cooley,6,43,4
15-05-2024 17:00,gO-0106,Story,Resolved,Low,Jennifer Winters,Valerie Blanchard,1,4,1
17-05-2024 09:48,yq-8477,Story,Open,High,Benjamin Turner,Miss Cheryl Lewis DVM,4,100,7
15-05-2024 07:48,bX-0271,Story,Closed,Medium,Tammy Johnson,Allison Rubio MD,5,45,6
14-05-2024 12:06,kJ-6270,Bug,Closed,Low,Sara Russell,Vanessa Bauer,9,67,17
17-05-2024 14:50,PN-5665,Task,Open,Medium,Kimberly Norton,Mark Silva,7,87,5
10-05-2024 06:59,fl-6044,Task,Open,Low,Emily Lopez,Daniel Choi,7,97,4
13-05-2024 15:39,gL-7230,Bug,In Progress,High,Jack Williams,Summer Scott,6,92,11
18-05-2024 01:09,by-2263,Bug,Resolved,Medium,Amber Brown,Daniel Sanders,7,62,20
12-05-2024 06:05,FQ-3301,Bug,Open,Medium,Danielle Macias,Cassidy Santiago,3,19,19
16-05-2024 17:39,Lo-5900,Bug,Open,Medium,Dan Kelley,Jaime Brown,5,20,15
10-05-2024 10:22,Jz-1409,Bug,Resolved,Medium,Cindy Nelson DDS,Molly Franklin,5,13,20
16-05-2024 02:46,Lc-3215,Story,Resolved,High,Diane Sharp,Keith Downs,5,70,9
14-05-2024 01:17,Cu-4698,Task,In Progress,High,Brian Turner,Elizabeth Perez,3,69,18
17-05-2024 20:10,oh-4011,Bug,Resolved,Low,John Brown,Alyssa Dodson,8,2,9
13-05-2024 00:58,uW-4120,Story,Closed,Low,Megan Dunn,Summer Ramsey,8,96,20
16-05-2024 03:24,Ji-8797,Story,Closed,Medium,Connie Crawford,Stephanie Caldwell,6,81,1
16-05-2024 13:00,bh-7774,Story,Closed,Low,Michael Ritter,Richard Thompson,9,45,2
10-05-2024 09:40,WT-9716,Task,Open,Low,William Ferguson,Katie Kennedy,8,72,9
10-05-2024 00:37,Ma-9361,Story,In Progress,High,Tyler Hill,Joshua Clark,8,42,7
17-05-2024 21:40,Lb-6015,Story,Resolved,High,Thomas Allen,Scott Johnson,3,38,2
09-05-2024 05:58,tm-5584,Bug,Closed,High,Timothy James,April Lane,1,100,9
15-05-2024 12:55,Ea-1918,Task,In Progress,Low,Olivia Lester,Michelle Baker,4,14,5
16-05-2024 13:50,NN-7228,Bug,Open,High,Courtney Wood,Brandon Alvarez,6,55,11
16-05-2024 09:38,Nc-4913,Story,Resolved,Medium,Stacy Johnson,Tina Harrington,5,50,7
09-05-2024 23:48,yp-3853,Story,Closed,High,Noah Baker,Lauren Joseph,4,58,20
13-05-2024 08:09,eX-9053,Bug,In Progress,High,Desiree English,Jonathon Murillo,3,50,15
17-05-2024 03:14,Na-3024,Story,Resolved,Medium,Kimberly Barnes,Cindy Sandoval,4,60,5
13-05-2024 18:36,lp-5646,Bug,Resolved,Low,Marissa Keller,Dale Yang,9,29,6
14-05-2024 07:27,SD-8206,Bug,In Progress,Low,Whitney Jones,Jessica Mahoney,3,43,2
15-05-2024 07:00,jx-6129,Story,Resolved,Low,Courtney Lucas,Lori Stuart,2,77,17
17-05-2024 18:09,GL-0769,Task,Open,High,Debbie Freeman,Vernon Schultz,8,26,4
09-05-2024 03:50,vn-2266,Story,Closed,High,Brittany Johnson,Derrick Elliott,5,16,11
18-05-2024 10:16,Kx-2560,Bug,Open,Medium,Clinton Baker,Crystal Berry,3,95,17
13-05-2024 20:55,Nu-4661,Bug,Resolved,Low,Catherine Barton,Kelly Mason DDS,8,24,15
10-05-2024 07:07,NO-9227,Story,Closed,Low,Lisa Nguyen,Kimberly Lozano,2,55,12
16-05-2024 00:16,kO-3390,Story,Open,High,Jeffrey Johnson,Diana Velazquez,8,16,12
11-05-2024 23:02,nw-3660,Bug,Open,High,Javier Garcia,Christine Taylor,1,32,5
10-05-2024 04:22,WP-3118,Task,In Progress,Medium,Walter Wright,Aaron Wilson,10,32,10
13-05-2024 11:33,TH-1578,Bug,Resolved,Low,Tiffany Holloway,Clarence Robles,1,39,8
12-05-2024 11:07,GV-9298,Story,In Progress,Low,David Salas,Isaac Williams,4,91,17
13-05-2024 12:24,ho-3408,Task,In Progress,Low,Teresa Vasquez,Joseph Moss,1,25,7
09-05-2024 08:25,iV-5764,Task,Closed,High,Matthew Herrera,Rachel Steele,4,57,17
13-05-2024 16:48,XQ-2275,Story,Open,Medium,Jane Morrison,Mr. Ryan Grant Jr.,10,96,19
10-05-2024 00:41,jf-8336,Task,In Progress,Medium,Joanna Turner,Larry White,8,84,17
10-05-2024 09:30,mu-4530,Task,Closed,Medium,Theresa Payne,Amy Murphy,9,16,19
13-05-2024 09:45,zv-7533,Task,Open,Medium,Justin Bradshaw,Cameron Duncan,3,13,1
13-05-2024 17:10,rq-3097,Bug,Closed,Medium,Kristin Garcia,Anthony Mcdonald,6,68,18
10-05-2024 09:48,Wt-6480,Task,Closed,Medium,Toni Reese,Savannah Carey,1,48,5
10-05-2024 07:26,XI-1461,Task,Resolved,High,Heather Lee,Emily Douglas,6,51,4
13-05-2024 02:43,Tc-5439,Task,Resolved,Medium,Corey Noble,Robert Nguyen,3,74,7
13-05-2024 02:25,cA-3392,Bug,Resolved,Medium,Dakota Brown,Thomas Rice,10,47,17
12-05-2024 23:20,St-2022,Task,Resolved,Low,Maria Smith,Tyler Mann,4,15,18
11-05-2024 08:07,bn-0730,Story,Open,High,Samantha Waters,Anthony Wilson,5,13,4
10-05-2024 23:44,nH-5126,Bug,In Progress,High,Adam Ingram,Cynthia Scott,10,76,2
15-05-2024 10:36,Po-2558,Bug,Resolved,High,Nicole Olsen,Yvonne Meza,8,11,20
10-05-2024 10:10,Tf-8163,Story,Open,High,Katelyn Gutierrez,Stephen Smith,1,8,6
13-05-2024 15:16,WW-4941,Bug,Closed,Medium,Randy Davis,Michael Hall,1,48,1
17-05-2024 02:05,kG-3478,Story,Resolved,High,Daniel Brown,Amy Cole,10,68,2
15-05-2024 17:28,sh-0527,Bug,Resolved,High,Daniel Hart,Timothy Medina,6,10,4
14-05-2024 10:08,zU-2947,Task,Closed,High,Michael Fisher,Jake Sullivan,10,61,5
09-05-2024 05:58,FC-0264,Bug,Resolved,High,Christopher Sanchez,Ms. Lauren Lane,4,95,1
17-05-2024 08:14,TZ-0711,Story,In Progress,Low,Brittany Huynh,Linda Ochoa,3,16,14
09-05-2024 00:53,Iv-9046,Task,In Progress,Medium,Kimberly Thomas,Dr. Jennifer Oliver,2,69,10
08-05-2024 23:50,nv-0153,Bug,Open,Medium,Arthur Ortega,Curtis Morgan,10,76,7
15-05-2024 02:23,UC-4705,Task,Resolved,High,Alyssa King,Betty Mcdaniel,3,74,0
16-05-2024 06:11,Yc-4184,Story,Resolved,Low,Justin Lewis MD,Jennifer Cruz,9,90,9
18-05-2024 02:40,Dp-9720,Bug,Open,Medium,Michael Adams,Jesse Diaz,6,83,10
15-05-2024 01:49,VB-2235,Story,Resolved,Low,Jennifer Williams,Adam Beck,7,8,17
09-05-2024 20:28,Ge-8613,Story,In Progress,High,Elizabeth Perkins,Kylie Lawson,7,43,19
12-05-2024 09:48,ga-2933,Bug,Resolved,Medium,Briana Walker,Jennifer French MD,9,18,13
12-05-2024 05:28,og-1361,Bug,Closed,High,Stephanie Williams,Karen Villanueva DVM,8,62,16
09-05-2024 23:35,EC-6972,Story,Open,Low,Michelle Francis,Melissa Kane,6,65,12
09-05-2024 20:17,OX-1007,Bug,Open,Low,Elizabeth Alexander,Carl Cummings,3,37,2
09-05-2024 08:59,GV-0497,Story,Resolved,Medium,Dennis Logan,Rhonda Carter,9,78,16
12-05-2024 05:27,Py-6198,Bug,In Progress,High,Sydney Vega,Debra Jacobson,1,2,13
15-05-2024 16:34,Ck-6133,Bug,Open,High,Ruben Spencer,Stephanie Barrera,10,80,0
16-05-2024 23:16,Gi-4704,Story,In Progress,Low,Bradley Guzman,Karla Andrews,8,90,12
18-05-2024 15:22,ak-5420,Bug,Closed,Medium,Rebecca Graham,Christina Bennett,6,44,10
11-05-2024 19:22,De-9875,Story,Resolved,Low,David Nelson,Christopher Robles,8,21,2
10-05-2024 02:55,ug-1986,Story,In Progress,Medium,Christine Malone,Patty Wolfe,9,31,14
09-05-2024 21:08,zw-9802,Story,Open,High,Betty Freeman,Francis Singleton,2,80,10
15-05-2024 19:45,ys-9062,Task,Closed,Low,Terri Turner,Donald Alexander,4,1,3
18-05-2024 14:30,pn-6590,Task,Closed,Medium,Derek Hawkins,Marcus Franco,8,26,17
12-05-2024 08:19,tb-1611,Story,Resolved,High,David Barr,Brian Lin,10,49,16
09-05-2024 06:40,kQ-0629,Bug,Open,High,Wanda Landry,Patricia Todd,4,66,17
15-05-2024 16:50,iP-2284,Story,Open,Medium,Frank Wallace,Alfred Johnson,8,8,3
13-05-2024 06:21,GB-3700,Bug,Resolved,Low,Brandon Roberts,Amanda Stewart,8,29,17
18-05-2024 11:58,yk-4717,Bug,Open,Medium,Cody Johnson,Kathy Ross,5,98,14
10-05-2024 02:37,HX-5033,Task,Open,High,Richard Taylor,Oscar Tran,8,43,16
12-05-2024 14:18,jx-8696,Story,In Progress,Medium,Kristopher King,Joshua Bryant,1,60,5
16-05-2024 12:43,nh-7763,Task,Closed,Low,Bryan Rollins,Jerry Greene,4,50,13
09-05-2024 19:23,OC-1656,Task,Closed,High,Shirley Hubbard,Blake Skinner,7,37,17
18-05-2024 02:33,QK-4034,Bug,Open,High,Thomas Horn,Sara Simpson,8,56,20
13-05-2024 17:56,rQ-2638,Bug,Closed,Low,Jacob Thomas,Scott Mcdonald,6,9,4
15-05-2024 00:10,Ey-7603,Bug,Resolved,Low,Allison Shannon,Nancy Calhoun,6,92,20
15-05-2024 01:26,ij-4118,Task,Open,Low,Elijah Smith,Kevin Fuller,8,79,14
18-05-2024 03:06,je-6566,Task,Closed,High,Kristen Newman MD,Mark Allen,1,89,13
12-05-2024 23:01,lY-1766,Story,Closed,Medium,Brian Escobar,Courtney Allen,2,25,3
11-05-2024 06:02,PW-2402,Story,Resolved,High,Deborah Lyons,Danielle Hardy,9,92,17
14-05-2024 12:39,bG-7142,Task,Open,Low,Kelly Pierce,Matthew Hernandez,6,21,17
09-05-2024 04:30,Dl-4820,Story,Open,Low,Alexander Ortiz,Russell Walker,3,44,8
15-05-2024 23:30,PQ-8887,Task,Open,Low,Keith Beltran,Diana Edwards,1,82,14
09-05-2024 23:19,Mh-1433,Bug,Closed,Medium,Heather Lewis,Antonio Stanton,9,74,13
12-05-2024 07:19,bj-0983,Task,Resolved,High,Mary Adams,Alexandra Williams,6,32,16
09-05-2024 10:23,oA-2142,Bug,In Progress,Low,Thomas Massey,Nathaniel Woods,1,2,17
14-05-2024 22:05,pt-7398,Task,Open,Low,Kelly Mitchell,Jonathan Schneider,4,74,4
14-05-2024 10:33,ix-6407,Task,Open,Low,Kenneth Castillo,Amy Hall,6,72,17
13-05-2024 17:50,Ln-6292,Bug,Open,High,Karen Martin,Patrick Moreno,3,8,3
16-05-2024 13:52,hQ-9029,Task,Open,Medium,Brian Massey,Christopher James,3,1,16
10-05-2024 04:38,bD-3358,Bug,Open,Medium,Lori Glenn,Sarah Lang,10,98,2
17-05-2024 06:04,qa-7427,Task,Open,Medium,Andrew Avery,Casey Cain DDS,7,13,9
15-05-2024 18:02,zS-9085,Story,Closed,High,Mark Davis,Thomas Pope,10,60,10
08-05-2024 21:43,Rv-7442,Story,Resolved,Medium,Jamie Crawford,Madeline Bryant,4,82,14
09-05-2024 14:20,Pq-9480,Task,Open,Low,Jacob Robertson,Mary Brown,7,56,12
09-05-2024 08:41,fP-2073,Task,Resolved,Medium,Mrs. Crystal Brown,Cassandra Foster,3,7,14
16-05-2024 05:31,Ib-8453,Bug,In Progress,Medium,Karen Dunn,Bernard Ross,4,55,7
09-05-2024 00:34,tw-8488,Task,In Progress,High,Adrian Williams,Michael Espinoza,10,29,8
10-05-2024 10:38,eB-7697,Bug,Resolved,Low,Christy Wilson,Nathan Brown,1,23,20
14-05-2024 18:08,HZ-5018,Story,Closed,High,James Murray,Brett Kennedy,7,78,8
18-05-2024 01:15,Qp-8952,Story,Closed,High,Sarah Barr,Brandon Payne,4,54,14
18-05-2024 03:09,uH-8408,Bug,In Progress,Low,Jeffrey Torres V,Jennifer Cook,3,71,18
15-05-2024 10:32,VI-7802,Task,Open,Low,Martha Stokes,Christopher Mitchell,10,85,1
15-05-2024 19:27,jN-8221,Bug,In Progress,High,Bobby Riley,Cynthia Dawson,1,33,20
16-05-2024 23:57,MI-1329,Task,Open,Medium,Julie Thomas,Latasha Allen,3,79,3
13-05-2024 10:09,kq-2280,Story,Closed,Medium,Deborah Grant,Katelyn Taylor,5,16,9
13-05-2024 08:13,Vi-8959,Bug,Closed,Medium,Derek Bradley,Tonya Baker,1,76,20
11-05-2024 05:22,CN-4841,Story,Closed,Medium,William Johnson,Brandi Moore,1,99,10
12-05-2024 19:10,uR-8805,Bug,Resolved,Low,Tracy Paul,Jill Vasquez,1,10,17
16-05-2024 20:40,HX-1697,Bug,In Progress,Medium,Scott Wall,Rebecca Robbins,6,34,2
16-05-2024 15:09,IJ-3874,Bug,In Progress,Low,David Woodard,Laura Valdez,3,40,12
18-05-2024 12:30,wQ-8860,Bug,Closed,High,Justin Washington,Natalie Thompson,1,95,17
12-05-2024 05:55,qG-8428,Bug,Open,Medium,Michael Mcmahon,Harold Hodges,10,47,15
13-05-2024 23:27,qn-5795,Bug,Open,Medium,Nathan Smith,Kelly Turner,6,14,19
11-05-2024 19:23,dx-0419,Story,In Progress,High,Aaron Gutierrez,Gina Mckinney,3,61,15
15-05-2024 08:00,ec-3308,Task,Open,High,Angela Murphy,Eric Reynolds,1,54,4
15-05-2024 06:20,Fi-0421,Task,In Progress,Medium,Cynthia Snyder,Chelsea Evans,10,87,2
17-05-2024 04:34,Qu-2852,Task,Open,Medium,Kelsey Collins,Thomas Mclaughlin,3,34,19
16-05-2024 07:37,vX-0996,Bug,Closed,Medium,Amy Berry,John Pineda,7,62,15
